pid,row_index,eval_time,y_true,y_pred,surv_prob,risk,dataset
3.0,6,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
3.0,7,1627.0,0,0,0.9722251167776502,0.027558395639061928,FRTCS
3.0,8,1740.25,0,0,0.9439210001487575,0.029112718999385834,FRTCS
7.0,18,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
7.0,19,1627.0,0,0,0.9978379763279133,0.0019398328149691224,FRTCS
7.0,20,1740.25,0,0,0.9964550360095932,0.0013859367463737726,FRTCS
8.0,21,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
8.0,22,1627.0,0,0,0.5520866813073917,0.44779038429260254,FRTCS
8.0,23,1740.25,0,0,0.5207330792479055,0.05679108574986458,FRTCS
11.0,30,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
11.0,31,1627.0,0,0,0.9981570088821452,0.0016207292210310698,FRTCS
11.0,32,1740.25,0,0,0.9960131548850264,0.002147812396287918,FRTCS
12.0,33,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
12.0,34,1627.0,0,0,0.9953580343345483,0.0044203270226716995,FRTCS
12.0,35,1740.25,0,0,0.9514417451822206,0.04412109777331352,FRTCS
19.0,54,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
19.0,55,1627.0,0,0,0.997863052658028,0.0019147509010508657,FRTCS
19.0,56,1740.25,0,0,0.9954257841450567,0.002442487981170416,FRTCS
25.0,72,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
25.0,73,1627.0,0,0,0.983730136848033,0.01605081371963024,FRTCS
25.0,74,1740.25,0,0,0.9670500804458204,0.01695592701435089,FRTCS
29.0,84,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
29.0,85,1627.0,0,0,0.976434239984945,0.023348335176706314,FRTCS
29.0,86,1740.25,0,0,0.9559092386412381,0.02102036215364933,FRTCS
30.0,87,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
30.0,88,1627.0,0,0,0.9918821317905563,0.007897003553807735,FRTCS
30.0,89,1740.25,0,0,0.9835768092147515,0.00837329588830471,FRTCS
31.0,90,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
31.0,91,1627.0,0,0,0.9982678747952786,0.0015098386211320758,FRTCS
31.0,92,1740.25,0,0,0.9968781499379918,0.0013921362115070224,FRTCS
32.0,93,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
32.0,94,1627.0,0,0,0.9917933369167077,0.007985818199813366,FRTCS
32.0,95,1740.25,0,0,0.98966290288517,0.0021480624563992023,FRTCS
40.0,117,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
40.0,118,1627.0,0,0,0.9632633094943248,0.03652219846844673,FRTCS
40.0,119,1740.25,0,0,0.9563216654494925,0.007206382695585489,FRTCS
42.0,123,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
42.0,124,1627.0,0,0,0.9865948925924016,0.013185420073568821,FRTCS
42.0,125,1740.25,0,0,0.9725256969671494,0.01426035724580288,FRTCS
43.0,126,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
43.0,127,1627.0,0,0,0.9775831821877315,0.02219913713634014,FRTCS
43.0,128,1740.25,0,0,0.9646292355524692,0.013250991702079773,FRTCS
44.0,129,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
44.0,130,1627.0,0,0,0.9945604912992777,0.005218047648668289,FRTCS
44.0,131,1740.25,0,0,0.9907440057414267,0.003837358905002475,FRTCS
45.0,132,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
45.0,133,1627.0,0,0,0.9601117637379025,0.03967444598674774,FRTCS
45.0,134,1740.25,0,0,0.9230592096608985,0.03859191760420799,FRTCS
50.0,147,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
50.0,148,1627.0,0,0,0.989563789852022,0.010215861722826958,FRTCS
50.0,149,1740.25,0,0,0.9811132193787946,0.008539692498743534,FRTCS
52.0,153,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
52.0,154,1627.0,1,0,0.9962662585729664,0.0035119005478918552,FRTCS
52.0,155,1740.25,1,1,0.0,1.0,FRTCS
55.0,162,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
55.0,163,1627.0,0,0,0.9824517547288951,0.01732948049902916,FRTCS
55.0,164,1740.25,0,0,0.9698897340316504,0.012786399573087692,FRTCS
56.0,165,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
56.0,166,1627.0,0,0,0.9943834066815986,0.005395171698182821,FRTCS
56.0,167,1740.25,0,0,0.9901410472162352,0.004266321659088135,FRTCS
57.0,168,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
57.0,169,1627.0,0,0,0.9989846789657661,0.0007928748382255435,FRTCS
57.0,170,1740.25,0,0,0.998091701102076,0.0008938854443840683,FRTCS
61.0,180,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
61.0,181,1627.0,0,0,0.9867376362833173,0.01304264459758997,FRTCS
61.0,182,1740.25,0,0,0.9822111814965087,0.004587293136864901,FRTCS
62.0,183,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
62.0,184,1627.0,0,0,0.9714041524696059,0.028379542753100395,FRTCS
62.0,185,1740.25,0,0,0.9526118809914363,0.019345471635460854,FRTCS
64.0,189,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
64.0,190,1627.0,0,0,0.9704400217443264,0.02934388816356659,FRTCS
64.0,191,1740.25,0,0,0.9332172651853519,0.03835657611489296,FRTCS
66.0,195,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
66.0,196,1627.0,0,0,0.8952374490019668,0.10456320643424988,FRTCS
66.0,197,1740.25,0,0,0.8439781310408303,0.05725779011845589,FRTCS
67.0,198,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
67.0,199,1627.0,0,0,0.7066564594509572,0.2931861877441406,FRTCS
67.0,200,1740.25,0,0,0.5933839663703251,0.1602935791015625,FRTCS
70.0,207,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
70.0,208,1627.0,0,0,0.9707148646167221,0.02906898409128189,FRTCS
70.0,209,1740.25,0,0,0.9378597941638634,0.03384626284241676,FRTCS
71.0,210,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
71.0,211,1627.0,0,0,0.9885320480557432,0.011247833259403706,FRTCS
71.0,212,1740.25,0,0,0.9837309905236191,0.004856754560023546,FRTCS
73.0,216,1506.75,0,0,0.9997773772920482,0.00022262270795181394,FRTCS
73.0,217,1627.0,0,0,0.9574751358831703,0.0423116609454155,FRTCS
73.0,218,1740.25,0,0,0.9422972555397395,0.015851983800530434,FRTCS
